date,open,high,low,close,volume,date_1w,open_1w,high_1w,low_1w,close_1w,volume_1w,extrema_1w,change_1w
2024-12-17 14:00:00+00:00,223.71,223.99,222.5,222.69,136308.9,,,,,,,,
2024-12-17 14:15:00+00:00,222.69,222.86,221.61,222.01,146928.9,,,,,,,,
2024-12-17 14:30:00+00:00,222.01,222.34,219.43,220.86,404098.8,,,,,,,,
2024-12-17 14:45:00+00:00,220.86,222.86,220.4,222.12,270983.4,,,,,,,,
2024-12-17 15:00:00+00:00,222.12,222.13,218.71,219.08,238070.1,,,,,,,,
2024-12-17 15:15:00+00:00,219.08,219.16,217.02,218.02,451635.8,,,,,,,,
2024-12-17 15:30:00+00:00,218.02,220.07,217.96,219.87,193586.4,,,,,,,,
2024-12-17 15:45:00+00:00,219.87,221.42,219.21,220.55,183130.9,,,,,,,,
2024-12-17 16:00:00+00:00,220.55,227.42,219.92,226.94,547782.9,,,,,,,,
2024-12-17 16:15:00+00:00,226.94,227.18,224.3,224.38,273703.6,,,,,,,,
2024-12-17 16:30:00+00:00,224.38,226.84,224.1,225.58,245711.5,,,,,,,,
2024-12-17 16:45:00+00:00,225.58,227.06,225.11,227.06,111133.2,,,,,,,,
2024-12-17 17:00:00+00:00,227.06,228.44,226.25,226.28,250868.8,,,,,,,,
2024-12-17 17:15:00+00:00,226.28,226.61,225.43,225.66,131733.5,,,,,,,,
2024-12-17 17:30:00+00:00,225.66,226.52,225.19,226.02,73655.6,,,,,,,,
2024-12-17 17:45:00+00:00,226.02,227.65,225.99,227.44,97744.5,,,,,,,,
2024-12-17 18:00:00+00:00,227.44,228.2,226.59,226.75,113447.4,,,,,,,,
2024-12-17 18:15:00+00:00,226.75,227.44,226.03,226.46,81852.1,,,,,,,,
2024-12-17 18:30:00+00:00,226.46,229.0,226.41,228.62,162383.7,,,,,,,,
2024-12-17 18:45:00+00:00,228.62,229.04,227.1,227.9,183307.3,,,,,,,,
2024-12-17 19:00:00+00:00,227.9,228.41,226.25,227.37,142926.3,,,,,,,,
2024-12-17 19:15:00+00:00,227.37,228.48,226.61,228.03,84966.1,,,,,,,,
2024-12-17 19:30:00+00:00,228.03,228.92,227.43,228.52,108347.1,,,,,,,,
2024-12-17 19:45:00+00:00,228.52,228.83,227.24,227.54,98307.0,,,,,,,,
2024-12-17 20:00:00+00:00,227.54,228.62,226.54,226.76,112247.3,,,,,,,,
2024-12-17 20:15:00+00:00,226.76,227.08,226.1,226.79,71463.9,,,,,,,,
2024-12-17 20:30:00+00:00,226.79,227.79,226.4,227.62,92452.9,,,,,,,,
2024-12-17 20:45:00+00:00,227.62,227.66,225.9,226.46,103654.0,,,,,,,,
2024-12-17 21:00:00+00:00,226.46,226.51,224.79,225.07,168314.0,,,,,,,,
2024-12-17 21:15:00+00:00,225.07,226.85,224.97,226.33,84377.9,,,,,,,,
2024-12-17 21:30:00+00:00,226.33,226.58,225.29,225.47,104685.8,,,,,,,,
2024-12-17 21:45:00+00:00,225.47,226.3,224.91,225.74,56917.2,,,,,,,,
2024-12-17 22:00:00+00:00,225.74,226.01,224.21,224.49,72823.8,,,,,,,,
2024-12-17 22:15:00+00:00,224.49,224.84,223.42,224.08,125132.8,,,,,,,,
2024-12-17 22:30:00+00:00,224.08,224.85,222.5,222.61,132357.8,,,,,,,,
2024-12-17 22:45:00+00:00,222.61,224.04,222.37,223.81,90038.3,,,,,,,,
2024-12-17 23:00:00+00:00,223.81,223.81,221.69,222.31,152511.9,,,,,,,,
2024-12-17 23:15:00+00:00,222.31,223.86,221.92,223.0,119630.6,,,,,,,,
2024-12-17 23:30:00+00:00,223.0,223.58,221.67,223.36,128846.1,,,,,,,,
2024-12-17 23:45:00+00:00,223.36,223.68,222.32,223.2,87175.2,,,,,,,,
2024-12-18 00:00:00+00:00,223.2,225.59,223.2,225.42,140260.3,,,,,,,,
2024-12-18 00:15:00+00:00,225.42,226.07,223.52,223.78,139335.9,,,,,,,,
2024-12-18 00:30:00+00:00,223.78,223.78,221.88,223.1,166206.0,,,,,,,,
2024-12-18 00:45:00+00:00,223.1,225.22,223.01,224.2,109929.9,,,,,,,,
2024-12-18 01:00:00+00:00,224.2,225.2,222.89,223.33,77888.5,,,,,,,,
2024-12-18 01:15:00+00:00,223.33,224.08,222.31,222.47,62154.2,,,,,,,,
2024-12-18 01:30:00+00:00,222.47,223.39,220.67,220.96,126328.6,,,,,,,,
2024-12-18 01:45:00+00:00,220.96,221.15,218.01,218.47,345024.6,,,,,,,,
2024-12-18 02:00:00+00:00,218.47,219.7,217.88,219.3,223406.0,,,,,,,,
2024-12-18 02:15:00+00:00,219.3,220.23,218.76,219.78,89698.8,,,,,,,,
2024-12-18 02:30:00+00:00,219.78,220.35,219.21,219.35,46780.5,,,,,,,,
2024-12-18 02:45:00+00:00,219.35,219.91,218.37,218.68,79072.8,,,,,,,,
2024-12-18 03:00:00+00:00,218.68,219.09,217.45,217.72,112701.0,,,,,,,,
2024-12-18 03:15:00+00:00,217.72,218.75,217.56,218.39,36730.6,,,,,,,,
2024-12-18 03:30:00+00:00,218.39,218.8,217.27,217.42,65268.6,,,,,,,,
2024-12-18 03:45:00+00:00,217.42,218.01,217.08,217.49,72679.1,,,,,,,,
2024-12-18 04:00:00+00:00,217.49,217.85,216.36,217.24,118355.1,,,,,,,,
2024-12-18 04:15:00+00:00,217.24,217.92,215.74,216.85,128749.8,,,,,,,,
2024-12-18 04:30:00+00:00,216.85,216.93,215.51,216.77,119364.7,,,,,,,,
2024-12-18 04:45:00+00:00,216.77,217.28,215.41,217.2,153193.1,,,,,,,,
2024-12-18 05:00:00+00:00,217.2,217.62,216.2,217.21,77474.9,,,,,,,,
2024-12-18 05:15:00+00:00,217.21,218.35,216.92,217.49,103456.6,,,,,,,,
2024-12-18 05:30:00+00:00,217.49,218.06,216.45,216.64,120540.2,,,,,,,,
2024-12-18 05:45:00+00:00,216.64,216.88,215.31,215.74,81261.2,,,,,,,,
2024-12-18 06:00:00+00:00,215.74,216.33,215.09,216.31,104225.4,,,,,,,,
2024-12-18 06:15:00+00:00,216.31,216.57,215.66,215.71,43814.6,,,,,,,,
2024-12-18 06:30:00+00:00,215.71,215.73,213.8,213.98,259100.8,,,,,,,,
2024-12-18 06:45:00+00:00,213.98,215.54,213.43,215.36,107364.9,,,,,,,,
2024-12-18 07:00:00+00:00,215.36,216.04,214.73,215.85,108819.1,,,,,,,,
