date,open,high,low,close,volume,extrema,change
2021-10-11 00:00:00+00:00,147.62,167.765,137.635,160.215,6186006.2,137.635,
2021-10-18 00:00:00+00:00,160.215,215.615,153.33,202.315,9226385.0,,0.0
2021-10-25 00:00:00+00:00,202.315,218.835,174.76,202.665,6253282.3,,0.0
2021-11-01 00:00:00+00:00,202.665,259.96,197.64,249.67,6283301.7,259.96,0.888763759218222
2021-11-08 00:00:00+00:00,249.67,253.67,215.5,238.7,3798708.3,,0.0
2021-11-15 00:00:00+00:00,238.7,246.3,186.425,230.485,3741253.1,,0.0
2021-11-22 00:00:00+00:00,230.485,232.14,181.0,200.71,2669281.0,,0.0
2021-11-29 00:00:00+00:00,200.71,242.93,166.695,196.16,5035339.0,242.93,-0.06551007847361123
2021-12-06 00:00:00+00:00,196.16,203.86,161.25,172.82,2613206.0,,0.0
2021-12-13 00:00:00+00:00,172.82,189.145,147.965,179.9,3919622.9,147.965,-0.39091507841765116
2021-12-20 00:00:00+00:00,179.9,200.535,168.5,197.79,2594743.4,,0.0
2021-12-27 00:00:00+00:00,197.79,204.8,167.575,176.39,2039916.3,204.8,0.3841111073564696
2022-01-03 00:00:00+00:00,176.39,176.425,132.74,140.815,3755641.4,,0.0
2022-01-10 00:00:00+00:00,140.815,158.0,129.705,148.005,3197178.7,,0.0
2022-01-17 00:00:00+00:00,148.005,148.315,87.505,99.8,7681167.9,,0.0
2022-01-24 00:00:00+00:00,99.8,104.625,80.75,93.24,11517367.2,80.75,-0.605712890625
2022-01-31 00:00:00+00:00,93.24,118.515,89.155,115.21,11583855.2,,0.0
2022-02-07 00:00:00+00:00,115.21,121.815,91.32,92.85,7651923.3,121.815,0.5085448916408668
2022-02-14 00:00:00+00:00,92.85,105.72,85.39,90.705,7872733.6,,0.0
2022-02-21 00:00:00+00:00,90.705,96.14,75.295,85.57,16381008.7,75.295,-0.3818905717686656
2022-02-28 00:00:00+00:00,85.57,106.38,83.995,84.55,11381673.0,106.38,0.41284281824822355
2022-03-07 00:00:00+00:00,84.55,89.885,77.6,78.695,9423119.4,77.6,-0.270539575108103
2022-03-14 00:00:00+00:00,78.695,94.505,77.95,88.585,10087047.0,,0.0
2022-03-21 00:00:00+00:00,88.585,107.38,86.62,106.95,11885205.6,,0.0
2022-03-28 00:00:00+00:00,106.95,143.67,105.135,136.89,20438007.9,143.67,0.851417525773196
2022-04-04 00:00:00+00:00,136.89,138.32,108.05,111.04,14697459.4,,0.0
2022-04-11 00:00:00+00:00,111.04,111.925,98.0,100.11,14797782.4,,0.0
2022-04-18 00:00:00+00:00,100.11,110.86,94.47,99.16,11255171.2,,0.0
2022-04-25 00:00:00+00:00,99.16,102.0,81.595,89.62,10241931.4,,0.0
2022-05-02 00:00:00+00:00,89.62,95.195,73.51,75.345,11700247.3,,0.0
2022-05-09 00:00:00+00:00,75.345,77.2,37.1,58.83,47496196.0,37.1,-0.7417693324980859
2022-05-16 00:00:00+00:00,58.83,58.83,47.76,52.475,28366860.4,,0.0
2022-05-23 00:00:00+00:00,52.475,54.665,39.915,44.95,32150332.8,,0.0
2022-05-30 00:00:00+00:00,44.95,48.5,35.65,38.52,39078061.4,,0.0
2022-06-06 00:00:00+00:00,38.52,44.88,30.53,30.565,66384033.5,,0.0
2022-06-13 00:00:00+00:00,30.565,36.15,25.765,34.165,109780404.6,25.765,-0.30552560646900273
2022-06-20 00:00:00+00:00,34.165,42.915,31.695,39.33,66480192.6,42.915,0.665631670871337
2022-06-27 00:00:00+00:00,39.33,41.27,30.85,33.38,53993509.6,30.85,-0.2811371315390888
2022-07-04 00:00:00+00:00,33.38,39.72,32.43,36.695,47059485.0,,0.0
2022-07-11 00:00:00+00:00,36.695,41.08,31.8,38.595,40293942.8,31.8,0.030794165316045286
2022-07-18 00:00:00+00:00,38.595,47.365,38.525,40.925,41710112.4,47.365,0.4894654088050314
2022-07-25 00:00:00+00:00,40.925,46.635,34.635,42.305,37401702.9,34.635,-0.2687638551673177
2022-08-01 00:00:00+00:00,42.305,43.26,37.325,40.59,34051474.6,,0.0
2022-08-08 00:00:00+00:00,40.59,48.34,38.965,44.845,36103000.9,48.34,0.39569799335931877
2022-08-15 00:00:00+00:00,44.845,47.25,34.145,36.42,41931255.0,,0.0
2022-08-22 00:00:00+00:00,36.42,36.53,30.16,30.4,32556230.2,,0.0
2022-08-29 00:00:00+00:00,30.4,33.17,29.925,32.135,27134884.8,29.925,-0.38094745552337617
2022-09-05 00:00:00+00:00,32.135,35.99,30.275,34.995,32468740.8,,0.0
2022-09-12 00:00:00+00:00,34.995,38.925,30.8,31.07,40653740.7,38.925,0.3007518796992481
2022-09-19 00:00:00+00:00,31.07,34.76,29.965,32.32,32655277.1,29.965,-0.23018625561978157
2022-09-26 00:00:00+00:00,32.32,35.435,31.62,32.055,31995712.5,35.435,0.1825463040213584
2022-10-03 00:00:00+00:00,32.055,34.475,31.71,32.905,19696356.3,,0.0
2022-10-10 00:00:00+00:00,32.905,33.44,27.6,30.125,28980712.3,,0.0
2022-10-17 00:00:00+00:00,30.125,31.46,26.805,29.26,24983481.1,26.805,-0.24354451813179068
2022-10-24 00:00:00+00:00,29.26,33.835,28.045,32.925,38158947.7,,0.0
2022-10-31 00:00:00+00:00,32.925,38.75,30.21,32.605,44600991.7,38.75,0.4456258160790898
2022-11-07 00:00:00+00:00,32.605,33.12,7.535,13.135,443876069.7,7.535,-0.8055483870967741
