date,open,high,low,close,volume,date_1w,open_1w,high_1w,low_1w,close_1w,volume_1w,extrema_1w,change_1w
2024-12-18 18:15:00+00:00,2.5302,2.554,2.5291,2.5479,879436.0,,,,,,,,
2024-12-18 18:30:00+00:00,2.5479,2.5616,2.5344,2.5416,658321.0,,,,,,,,
2024-12-18 18:45:00+00:00,2.5416,2.5812,2.5357,2.581,1170579.0,,,,,,,,
2024-12-18 19:00:00+00:00,2.581,2.5873,2.5145,2.5465,4593123.0,,,,,,,,
2024-12-18 19:15:00+00:00,2.5465,2.5614,2.518,2.5352,1601314.0,,,,,,,,
2024-12-18 19:30:00+00:00,2.5352,2.564,2.5334,2.537,832288.0,,,,,,,,
2024-12-18 19:45:00+00:00,2.537,2.5377,2.4553,2.4568,4788204.0,,,,,,,,
2024-12-18 20:00:00+00:00,2.4568,2.4852,2.2066,2.3671,38290562.0,,,,,,,,
2024-12-18 20:15:00+00:00,2.3671,2.3787,2.2929,2.3444,14629842.0,,,,,,,,
2024-12-18 20:30:00+00:00,2.3444,2.3526,2.3043,2.3086,3951605.0,,,,,,,,
2024-12-18 20:45:00+00:00,2.3086,2.3495,2.2955,2.2984,5691979.0,,,,,,,,
2024-12-18 21:00:00+00:00,2.2984,2.3431,2.2794,2.3404,4379899.0,,,,,,,,
2024-12-18 21:15:00+00:00,2.3404,2.3585,2.3242,2.343,2349636.0,,,,,,,,
2024-12-18 21:30:00+00:00,2.343,2.3534,2.3183,2.339,2361415.0,,,,,,,,
2024-12-18 21:45:00+00:00,2.339,2.3488,2.3288,2.3314,1423232.0,,,,,,,,
2024-12-18 22:00:00+00:00,2.3314,2.3349,2.3005,2.3113,1790479.0,,,,,,,,
2024-12-18 22:15:00+00:00,2.3113,2.3419,2.3029,2.3396,930494.0,,,,,,,,
2024-12-18 22:30:00+00:00,2.3396,2.3595,2.3277,2.3339,1560320.0,,,,,,,,
2024-12-18 22:45:00+00:00,2.3339,2.3443,2.3099,2.3125,642549.0,,,,,,,,
2024-12-18 23:00:00+00:00,2.3125,2.3139,2.2868,2.3006,2232659.0,,,,,,,,
2024-12-18 23:15:00+00:00,2.3006,2.3437,2.2992,2.3397,1095246.0,,,,,,,,
2024-12-18 23:30:00+00:00,2.3397,2.3398,2.3036,2.3058,1536829.0,,,,,,,,
2024-12-18 23:45:00+00:00,2.3058,2.3142,2.295,2.3055,1207412.0,,,,,,,,
2024-12-19 00:00:00+00:00,2.3055,2.3129,2.2528,2.3079,5577947.0,,,,,,,,
2024-12-19 00:15:00+00:00,2.3079,2.3254,2.2794,2.3176,1743542.0,,,,,,,,
2024-12-19 00:30:00+00:00,2.3176,2.3231,2.2806,2.2828,1754106.0,,,,,,,,
2024-12-19 00:45:00+00:00,2.2828,2.3245,2.2759,2.3235,1214322.0,,,,,,,,
2024-12-19 01:00:00+00:00,2.3235,2.3247,2.2776,2.2906,1847905.0,,,,,,,,
2024-12-19 01:15:00+00:00,2.2906,2.32,2.288,2.2986,1436752.0,,,,,,,,
2024-12-19 01:30:00+00:00,2.2986,2.3023,2.2813,2.2877,1206389.0,,,,,,,,
2024-12-19 01:45:00+00:00,2.2877,2.306,2.2462,2.2668,2648915.0,,,,,,,,
2024-12-19 02:00:00+00:00,2.2668,2.2792,2.1442,2.1855,15712138.0,,,,,,,,
2024-12-19 02:15:00+00:00,2.1855,2.2332,2.1503,2.1743,5142900.0,,,,,,,,
2024-12-19 02:30:00+00:00,2.1743,2.218,2.1568,2.1961,2924055.0,,,,,,,,
2024-12-19 02:45:00+00:00,2.1961,2.2693,2.1913,2.267,3025496.0,,,,,,,,
2024-12-19 03:00:00+00:00,2.267,2.2884,2.2623,2.2849,2136341.0,,,,,,,,
2024-12-19 03:15:00+00:00,2.2849,2.2961,2.273,2.294,1587983.0,,,,,,,,
2024-12-19 03:30:00+00:00,2.294,2.3082,2.2801,2.2957,1647641.0,,,,,,,,
2024-12-19 03:45:00+00:00,2.2957,2.3016,2.2901,2.2907,1532269.0,,,,,,,,
2024-12-19 04:00:00+00:00,2.2907,2.2995,2.2778,2.2886,1240334.0,,,,,,,,
2024-12-19 04:15:00+00:00,2.2886,2.2942,2.2791,2.2871,478681.0,,,,,,,,
2024-12-19 04:30:00+00:00,2.2871,2.296,2.2705,2.2736,995117.0,,,,,,,,
2024-12-19 04:45:00+00:00,2.2736,2.2824,2.266,2.267,733266.0,,,,,,,,
2024-12-19 05:00:00+00:00,2.267,2.2803,2.2637,2.272,826651.0,,,,,,,,
2024-12-19 05:15:00+00:00,2.272,2.2802,2.2597,2.2604,625597.0,,,,,,,,
2024-12-19 05:30:00+00:00,2.2604,2.2846,2.2584,2.2775,608094.0,,,,,,,,
2024-12-19 05:45:00+00:00,2.2775,2.2858,2.2727,2.2795,788197.0,,,,,,,,
2024-12-19 06:00:00+00:00,2.2795,2.2853,2.2619,2.2732,647681.0,,,,,,,,
2024-12-19 06:15:00+00:00,2.2732,2.2782,2.2518,2.2523,639872.0,,,,,,,,
2024-12-19 06:30:00+00:00,2.2523,2.2767,2.2521,2.2663,761002.0,,,,,,,,
2024-12-19 06:45:00+00:00,2.2663,2.2693,2.2463,2.2478,671996.0,,,,,,,,
2024-12-19 07:00:00+00:00,2.2478,2.2597,2.2456,2.2485,484459.0,,,,,,,,
2024-12-19 07:15:00+00:00,2.2485,2.2742,2.248,2.2716,1250266.0,,,,,,,,
2024-12-19 07:30:00+00:00,2.2716,2.2728,2.2522,2.2686,1413496.0,,,,,,,,
2024-12-19 07:45:00+00:00,2.2686,2.2713,2.2504,2.2644,1341151.0,,,,,,,,
2024-12-19 08:00:00+00:00,2.2644,2.2655,2.2267,2.2291,1481748.0,,,,,,,,
2024-12-19 08:15:00+00:00,2.2291,2.2504,2.2264,2.2473,879108.0,,,,,,,,
2024-12-19 08:30:00+00:00,2.2473,2.253,2.2249,2.2337,869632.0,,,,,,,,
2024-12-19 08:45:00+00:00,2.2337,2.2427,2.2254,2.2349,934631.0,,,,,,,,
2024-12-19 09:00:00+00:00,2.2349,2.2543,2.2344,2.254,735173.0,,,,,,,,
2024-12-19 09:15:00+00:00,2.254,2.2737,2.2459,2.2545,1416554.0,,,,,,,,
2024-12-19 09:30:00+00:00,2.2545,2.2768,2.2538,2.2714,774719.0,,,,,,,,
2024-12-19 09:45:00+00:00,2.2714,2.2867,2.2692,2.2867,543277.0,,,,,,,,
2024-12-19 10:00:00+00:00,2.2867,2.2885,2.2573,2.2599,1231514.0,,,,,,,,
2024-12-19 10:15:00+00:00,2.2599,2.2878,2.2599,2.2772,1108061.0,,,,,,,,
2024-12-19 10:30:00+00:00,2.2772,2.3052,2.2751,2.3052,1265727.0,,,,,,,,
2024-12-19 10:45:00+00:00,2.3052,2.3113,2.2871,2.2891,938839.0,,,,,,,,
2024-12-19 11:00:00+00:00,2.2891,2.2927,2.2775,2.2791,933821.0,,,,,,,,
2024-12-19 11:15:00+00:00,2.2791,2.3052,2.2777,2.3002,704779.0,,,,,,,,
2024-12-19 11:30:00+00:00,2.3002,2.3012,2.2767,2.2816,808892.0,,,,,,,,
2024-12-19 11:45:00+00:00,2.2816,2.3027,2.2793,2.2956,683727.0,,,,,,,,
2024-12-19 12:00:00+00:00,2.2956,2.3133,2.2885,2.3007,944874.0,,,,,,,,
2024-12-19 12:15:00+00:00,2.3007,2.3015,2.2808,2.29,1005444.0,,,,,,,,
2024-12-19 12:30:00+00:00,2.29,2.2909,2.2616,2.2618,983811.0,,,,,,,,
2024-12-19 12:45:00+00:00,2.2618,2.2863,2.2565,2.2609,1204824.0,,,,,,,,
2024-12-19 13:00:00+00:00,2.2609,2.2837,2.2574,2.2799,742370.0,,,,,,,,
2024-12-19 13:15:00+00:00,2.2799,2.2887,2.263,2.2829,873719.0,,,,,,,,
2024-12-19 13:30:00+00:00,2.2829,2.2858,2.2457,2.2527,1140070.0,,,,,,,,
2024-12-19 13:45:00+00:00,2.2527,2.268,2.248,2.2643,682100.0,,,,,,,,
2024-12-19 14:00:00+00:00,2.2643,2.2862,2.2635,2.2763,779289.0,,,,,,,,
2024-12-19 14:15:00+00:00,2.2763,2.2876,2.2653,2.2847,437924.0,,,,,,,,
2024-12-19 14:30:00+00:00,2.2847,2.3062,2.2629,2.265,1572189.0,,,,,,,,
2024-12-19 14:45:00+00:00,2.265,2.2669,2.2408,2.2451,1604881.0,,,,,,,,
2024-12-19 15:00:00+00:00,2.2451,2.2479,2.2015,2.2134,3368834.0,,,,,,,,
2024-12-19 15:15:00+00:00,2.2134,2.2134,2.1522,2.1644,8917376.0,,,,,,,,
2024-12-19 15:30:00+00:00,2.1644,2.2121,2.1544,2.2108,3967341.0,,,,,,,,
2024-12-19 15:45:00+00:00,2.2108,2.2168,2.1866,2.2114,2090771.0,,,,,,,,
2024-12-19 16:00:00+00:00,2.2114,2.2239,2.1831,2.2238,2156184.0,,,,,,,,
2024-12-19 16:15:00+00:00,2.2238,2.2478,2.213,2.231,1662241.0,,,,,,,,
2024-12-19 16:30:00+00:00,2.231,2.2705,2.2212,2.255,2263123.0,,,,,,,,
2024-12-19 16:45:00+00:00,2.255,2.265,2.2463,2.2621,955853.0,,,,,,,,
2024-12-19 17:00:00+00:00,2.2621,2.2639,2.2452,2.2572,857387.0,,,,,,,,
2024-12-19 17:15:00+00:00,2.2572,2.26,2.2115,2.2195,1863399.0,,,,,,,,
2024-12-19 17:30:00+00:00,2.2195,2.2221,2.1917,2.2044,2854528.0,,,,,,,,
2024-12-19 17:45:00+00:00,2.2044,2.211,2.1033,2.1669,18276005.0,,,,,,,,
2024-12-19 18:00:00+00:00,2.1669,2.1715,2.0979,2.1105,12441916.0,,,,,,,,
2024-12-19 18:15:00+00:00,2.1105,2.1331,2.0367,2.1283,16119380.0,,,,,,,,
2024-12-19 18:30:00+00:00,2.1283,2.1294,2.0652,2.0725,5291452.0,,,,,,,,
2024-12-19 18:45:00+00:00,2.0725,2.1272,2.0626,2.1148,3226964.0,,,,,,,,
2024-12-19 19:00:00+00:00,2.1148,2.1368,2.1045,2.1131,2529152.0,,,,,,,,
2024-12-19 19:15:00+00:00,2.1131,2.1274,2.0978,2.1177,1508550.0,,,,,,,,
2024-12-19 19:30:00+00:00,2.1177,2.1191,2.0673,2.0845,4139649.0,,,,,,,,
2024-12-19 19:45:00+00:00,2.0845,2.1013,2.0348,2.0857,8381554.0,,,,,,,,
2024-12-19 20:00:00+00:00,2.0857,2.0954,2.0218,2.0401,6702284.0,,,,,,,,
2024-12-19 20:15:00+00:00,2.0401,2.0946,2.0261,2.077,4179440.0,,,,,,,,
2024-12-19 20:30:00+00:00,2.077,2.1023,2.0554,2.1007,2571261.0,,,,,,,,
2024-12-19 20:45:00+00:00,2.1007,2.1194,2.072,2.0928,2499304.0,,,,,,,,
2024-12-19 21:00:00+00:00,2.0928,2.1204,2.076,2.0922,2192543.0,,,,,,,,
2024-12-19 21:15:00+00:00,2.0922,2.1179,2.0824,2.1058,2206252.0,,,,,,,,
2024-12-19 21:30:00+00:00,2.1058,2.1418,2.0944,2.1413,2132778.0,,,,,,,,
2024-12-19 21:45:00+00:00,2.1413,2.1497,2.1026,2.1047,2019082.0,,,,,,,,
2024-12-19 22:00:00+00:00,2.1047,2.1248,2.1019,2.1142,1411631.0,,,,,,,,
2024-12-19 22:15:00+00:00,2.1142,2.134,2.111,2.1163,1057680.0,,,,,,,,
2024-12-19 22:30:00+00:00,2.1163,2.1185,2.1033,2.1185,720969.0,,,,,,,,
2024-12-19 22:45:00+00:00,2.1185,2.1354,2.1133,2.1178,1309686.0,,,,,,,,
2024-12-19 23:00:00+00:00,2.1178,2.1178,2.0908,2.0994,1424207.0,,,,,,,,
2024-12-19 23:15:00+00:00,2.0994,2.1096,2.0808,2.0894,1024168.0,,,,,,,,
