date,open,high,low,close,volume,extrema,change
2024-07-01 00:00:00+00:00,0.3921,0.4232,0.3163,0.3464,1617521668.0,0.3163,-0.10851183765501682
2024-07-08 00:00:00+00:00,0.3464,0.4462,0.33,0.4316,1188352667.0,,0.0
2024-07-15 00:00:00+00:00,0.4316,0.4563,0.4135,0.4466,1248778223.0,0.4563,0.4426177679418273
2024-07-22 00:00:00+00:00,0.4466,0.45,0.381,0.407,1094257897.0,,0.0
2024-07-29 00:00:00+00:00,0.407,0.4269,0.3335,0.344,1408334737.0,,0.0
2024-08-05 00:00:00+00:00,0.344,0.3563,0.2747,0.3275,2282489955.0,0.2747,-0.3979837825991672
2024-08-12 00:00:00+00:00,0.3275,0.3455,0.3201,0.334,1144588087.0,,0.0
2024-08-19 00:00:00+00:00,0.334,0.4013,0.3275,0.3846,1298469867.0,0.4013,0.4608663997087732
2024-08-26 00:00:00+00:00,0.3846,0.3876,0.3264,0.3306,1203204115.0,,0.0
2024-09-02 00:00:00+00:00,0.3306,0.3406,0.3029,0.3389,1571892041.0,0.3029,-0.24520308995763762
2024-09-09 00:00:00+00:00,0.3389,0.3649,0.3296,0.3382,1055028455.0,0.3649,0.20468801584681406
2024-09-16 00:00:00+00:00,0.3382,0.3611,0.326,0.3514,1011611496.0,0.326,-0.10660454919155926
2024-09-23 00:00:00+00:00,0.3514,0.4158,0.3451,0.3972,1179239462.0,0.4158,0.27546012269938647
2024-09-30 00:00:00+00:00,0.3972,0.3975,0.3314,0.3573,1127140935.0,,0.0
2024-10-07 00:00:00+00:00,0.3573,0.3682,0.331,0.3483,830150416.0,0.331,-0.20394420394420387
2024-10-14 00:00:00+00:00,0.3483,0.371,0.339,0.3649,1076514351.0,,0.0
2024-10-21 00:00:00+00:00,0.3649,0.3729,0.3127,0.3397,1351460082.0,0.3729,0.12658610271903314
2024-10-28 00:00:00+00:00,0.3397,0.3639,0.3271,0.3337,1341807814.0,,0.0
2024-11-04 00:00:00+00:00,0.3337,0.6608,0.3197,0.5907,4527764550.0,0.3197,-0.1426655939930277
2024-11-11 00:00:00+00:00,0.5907,0.8195,0.5192,0.7029,7461154817.0,,0.0
2024-11-18 00:00:00+00:00,0.7029,1.1587,0.7007,1.0235,5955032447.0,,0.0
2024-11-25 00:00:00+00:00,1.0235,1.1659,0.8747,1.1516,3625190955.0,,0.0
2024-12-02 00:00:00+00:00,1.1516,1.328,1.0576,1.1949,3916065116.0,1.328,3.1538942758836415
2024-12-09 00:00:00+00:00,1.1949,1.1951,0.8924,1.0998,3288043045.0,,0.0
2024-12-16 00:00:00+00:00,1.0998,1.1218,0.7609,0.8829,3396535934.0,0.7609,-0.42703313253012054
2024-12-23 00:00:00+00:00,0.8829,0.9501,0.8505,0.9064,1105505602.0,,0.0
