date,open,high,low,close,volume,extrema,change
2021-03-15 00:00:00+00:00,1.4037,1.4803,1.1616,1.1876,69129478.0,1.4803,
2021-03-22 00:00:00+00:00,1.1876,1.2883,1.0307,1.191,147073548.0,1.0307,-0.3037222184692292
2021-03-29 00:00:00+00:00,1.191,1.247,1.1409,1.183,135621283.0,,0.0
2021-04-05 00:00:00+00:00,1.183,1.345,1.1562,1.266,197513346.0,,0.0
2021-04-12 00:00:00+00:00,1.266,1.5675,1.0481,1.2776,552728520.0,1.5675,0.5208110992529349
2021-04-19 00:00:00+00:00,1.2776,1.3251,0.9078,1.0892,277496960.0,0.9078,-0.4208612440191387
2021-04-26 00:00:00+00:00,1.0892,1.4127,1.079,1.328,177732588.0,,0.0
2021-05-03 00:00:00+00:00,1.328,1.8355,1.2527,1.7676,430155164.0,,0.0
2021-05-10 00:00:00+00:00,1.7676,2.4696,1.4964,2.3026,559424561.0,2.4696,1.7204230006609382
2021-05-17 00:00:00+00:00,2.3026,2.332,1.0002,1.3128,779657918.0,1.0002,-0.5949951409135082
2021-05-24 00:00:00+00:00,1.3128,1.83,1.2572,1.5766,321600722.0,,0.0
2021-05-31 00:00:00+00:00,1.5766,1.8904,1.5271,1.6755,264436610.0,1.8904,0.8900219956008799
2021-06-07 00:00:00+00:00,1.6755,1.7392,1.357,1.5573,203401753.0,,0.0
2021-06-14 00:00:00+00:00,1.5573,1.6174,1.3057,1.4261,139268639.0,,0.0
2021-06-21 00:00:00+00:00,1.4261,1.436,1.0,1.3375,368434030.0,1.0,-0.47101142615319513
2021-06-28 00:00:00+00:00,1.3375,1.495,1.2822,1.4612,189291979.0,1.495,0.4950000000000001
2021-07-05 00:00:00+00:00,1.4612,1.4612,1.2857,1.3469,123572332.0,,0.0
2021-07-12 00:00:00+00:00,1.3469,1.3725,1.1485,1.181,102820043.0,,0.0
2021-07-19 00:00:00+00:00,1.181,1.2482,1.0206,1.2271,164837603.0,1.0206,-0.31732441471571915
2021-07-26 00:00:00+00:00,1.2271,1.3986,1.214,1.3152,218143541.0,,0.0
2021-08-02 00:00:00+00:00,1.3152,1.4961,1.2614,1.4268,228707421.0,,0.0
2021-08-09 00:00:00+00:00,1.4268,2.2548,1.3921,2.1684,784751714.0,,0.0
2021-08-16 00:00:00+00:00,2.1684,2.72,1.8689,2.7059,849680284.0,,0.0
2021-08-23 00:00:00+00:00,2.7059,2.978,2.471,2.851,1159720975.0,,0.0
2021-08-30 00:00:00+00:00,2.851,3.104,2.7059,2.9155,502341538.0,3.104,2.0413482265334117
2021-09-06 00:00:00+00:00,2.9155,2.931,2.0234,2.5814,765554853.0,2.0234,-0.34813144329896906
2021-09-13 00:00:00+00:00,2.5814,2.5942,2.2593,2.2827,315040029.0,,0.0
2021-09-20 00:00:00+00:00,2.2827,2.4581,1.9098,2.208,504193990.0,1.9098,-0.05614312543244049
2021-09-27 00:00:00+00:00,2.208,2.323,2.0189,2.2534,201234332.0,,0.0
2021-10-04 00:00:00+00:00,2.2534,2.377,2.1124,2.1899,252607739.0,2.377,0.24463294585820505
2021-10-11 00:00:00+00:00,2.1899,2.2539,2.0718,2.1593,214844617.0,2.0718,-0.1283971392511568
2021-10-18 00:00:00+00:00,2.1593,2.3,2.0822,2.1213,221445882.0,2.3,0.11014576696592315
2021-10-25 00:00:00+00:00,2.1213,2.204,1.7943,1.9659,269972292.0,1.7943,-0.2198695652173912
2021-11-01 00:00:00+00:00,1.9659,2.144,1.9135,2.0212,231365537.0,,0.0
2021-11-08 00:00:00+00:00,2.0212,2.3779,1.9205,2.0409,372197492.0,2.3779,0.3252521874825838
2021-11-15 00:00:00+00:00,2.0409,2.0952,1.7013,1.8369,185349528.0,,0.0
2021-11-22 00:00:00+00:00,1.8369,1.8395,1.4133,1.5943,199456409.0,,0.0
2021-11-29 00:00:00+00:00,1.5943,1.757,1.1789,1.3778,283953356.0,1.1789,-0.5042264182682198
2021-12-06 00:00:00+00:00,1.3778,1.4792,1.1907,1.3468,192515514.0,,0.0
2021-12-13 00:00:00+00:00,1.3468,1.3557,1.182,1.244,172472245.0,1.182,0.002629569938077836
2021-12-20 00:00:00+00:00,1.244,1.4902,1.2018,1.4543,187379448.0,,0.0
2021-12-27 00:00:00+00:00,1.4543,1.5915,1.2778,1.3777,231178007.0,1.5915,0.34644670050761417
2022-01-03 00:00:00+00:00,1.3777,1.3777,1.1233,1.1699,239496815.0,,0.0
2022-01-10 00:00:00+00:00,1.1699,1.4218,1.067,1.4104,319280972.0,,0.0
2022-01-17 00:00:00+00:00,1.4104,1.6376,0.9131,1.1244,1238753255.0,1.6376,0.02896638391454598
2022-01-24 00:00:00+00:00,1.1244,1.1578,0.9501,1.0354,508394176.0,,0.0
2022-01-31 00:00:00+00:00,1.0354,1.1771,1.0077,1.1416,237099074.0,,0.0
2022-02-07 00:00:00+00:00,1.1416,1.2623,1.029,1.0415,298157647.0,1.2623,-0.22917684416218853
2022-02-14 00:00:00+00:00,1.0415,1.114,0.9169,0.931,251992590.0,,0.0
2022-02-21 00:00:00+00:00,0.931,0.9907,0.745,0.8563,694908162.0,0.745,-0.40980749425651586
2022-02-28 00:00:00+00:00,0.8563,1.0092,0.8171,0.8218,470183797.0,1.0092,0.35463087248322167
2022-03-07 00:00:00+00:00,0.8218,0.8621,0.7756,0.7865,317504642.0,0.7756,-0.23147047166072143
2022-03-14 00:00:00+00:00,0.7865,0.9155,0.7761,0.8779,309607111.0,,0.0
2022-03-21 00:00:00+00:00,0.8779,1.1888,0.862,1.184,707454540.0,,0.0
2022-03-28 00:00:00+00:00,1.184,1.2457,1.1038,1.1863,484511201.0,,0.0
2022-04-04 00:00:00+00:00,1.1863,1.2462,1.0181,1.0257,406253723.0,1.2462,0.606756059824652
2022-04-11 00:00:00+00:00,1.0257,1.0315,0.9118,0.9142,360772563.0,,0.0
2022-04-18 00:00:00+00:00,0.9142,0.9749,0.8733,0.8851,327136082.0,,0.0
2022-04-25 00:00:00+00:00,0.8851,0.9032,0.7334,0.7889,544738068.0,,0.0
2022-05-02 00:00:00+00:00,0.7889,0.9059,0.7237,0.7402,703128804.0,0.9059,-0.273070133204943
2022-05-09 00:00:00+00:00,0.7402,0.7541,0.401,0.5977,1466883544.0,0.401,-0.5573462854619715
2022-05-16 00:00:00+00:00,0.5977,0.614,0.4912,0.5412,548963124.0,,0.0
2022-05-23 00:00:00+00:00,0.5412,0.559,0.445,0.4816,573084178.0,0.445,0.10972568578553621
2022-05-30 00:00:00+00:00,0.4816,0.6898,0.4768,0.5673,1637341612.0,0.6898,0.5501123595505617
2022-06-06 00:00:00+00:00,0.5673,0.669,0.4888,0.4895,2505389291.0,,0.0
2022-06-13 00:00:00+00:00,0.4895,0.5465,0.4198,0.4846,3199231544.0,0.4198,-0.391417802261525
2022-06-20 00:00:00+00:00,0.4846,0.5262,0.455,0.4899,1173931070.0,,0.0
2022-06-27 00:00:00+00:00,0.4899,0.5087,0.4344,0.4558,828315757.0,0.4344,0.034778465936160075
2022-07-04 00:00:00+00:00,0.4558,0.493,0.4441,0.4619,673714998.0,,0.0
2022-07-11 00:00:00+00:00,0.4619,0.4659,0.4009,0.4475,930117911.0,0.4009,-0.07711786372007379
2022-07-18 00:00:00+00:00,0.4475,0.5486,0.4455,0.5118,1183737769.0,,0.0
2022-07-25 00:00:00+00:00,0.5118,0.5562,0.4505,0.5159,930551092.0,0.5562,0.38737839860314316
2022-08-01 00:00:00+00:00,0.5159,0.5379,0.4883,0.5274,489742970.0,,0.0
2022-08-08 00:00:00+00:00,0.5274,0.5947,0.5017,0.5694,747040887.0,0.5947,0.06921970514203513
2022-08-15 00:00:00+00:00,0.5694,0.5825,0.4344,0.4624,1091793098.0,,0.0
2022-08-22 00:00:00+00:00,0.4624,0.4824,0.4246,0.4289,973858946.0,,0.0
2022-08-29 00:00:00+00:00,0.4289,0.5106,0.4235,0.5034,1030725188.0,0.4235,-0.2878762401210695
2022-09-05 00:00:00+00:00,0.5034,0.5246,0.4531,0.5096,1288345412.0,0.5246,0.2387249114521841
2022-09-12 00:00:00+00:00,0.5096,0.5193,0.4382,0.4475,913404565.0,,0.0
2022-09-19 00:00:00+00:00,0.4475,0.4824,0.4257,0.4462,1132546255.0,,0.0
2022-09-26 00:00:00+00:00,0.4462,0.4629,0.4165,0.4194,752584780.0,,0.0
2022-10-03 00:00:00+00:00,0.4194,0.4374,0.4152,0.4227,544579347.0,,0.0
2022-10-10 00:00:00+00:00,0.4227,0.4267,0.3486,0.3699,1044033224.0,,0.0
2022-10-17 00:00:00+00:00,0.3699,0.3755,0.3294,0.3618,806813790.0,0.3294,-0.37209302325581384
2022-10-24 00:00:00+00:00,0.3618,0.44,0.353,0.4055,1566211092.0,0.44,0.3357619914996963
2022-10-31 00:00:00+00:00,0.4055,0.4376,0.3795,0.402,926888728.0,,0.0
2022-11-07 00:00:00+00:00,0.402,0.416,0.3093,0.3298,1459582701.0,0.3093,-0.2970454545454545
2022-11-14 00:00:00+00:00,0.3298,0.3456,0.3097,0.3123,496258597.0,,0.0
2022-11-21 00:00:00+00:00,0.3123,0.3237,0.2951,0.3126,547533485.0,0.2951,-0.04591011962495972
2022-11-28 00:00:00+00:00,0.3126,0.3263,0.2996,0.3221,482511412.0,,0.0
2022-12-05 00:00:00+00:00,0.3221,0.3287,0.3042,0.3074,390349613.0,0.3287,0.11385970857336503
2022-12-12 00:00:00+00:00,0.3074,0.3185,0.2537,0.2659,974618118.0,,0.0
2022-12-19 00:00:00+00:00,0.2659,0.2694,0.2461,0.259,854494692.0,,0.0
2022-12-26 00:00:00+00:00,0.259,0.2664,0.2391,0.2498,781493603.0,0.2391,-0.27258898691816247
2023-01-02 00:00:00+00:00,0.2498,0.2995,0.2465,0.2974,1188277289.0,,0.0
2023-01-09 00:00:00+00:00,0.2974,0.3704,0.2954,0.3508,1817354080.0,,0.0
2023-01-16 00:00:00+00:00,0.3508,0.3873,0.323,0.3764,1265439633.0,,0.0
2023-01-23 00:00:00+00:00,0.3764,0.3993,0.3467,0.3976,908560422.0,,0.0
2023-01-30 00:00:00+00:00,0.3976,0.414,0.3639,0.3922,1102048442.0,0.414,0.7314930991217063
2023-02-06 00:00:00+00:00,0.3922,0.4039,0.3531,0.3641,825431343.0,,0.0
2023-02-13 00:00:00+00:00,0.3641,0.4218,0.345,0.3994,921578072.0,0.4218,0.018840579710144967
2023-02-20 00:00:00+00:00,0.3994,0.4097,0.3507,0.3689,686521837.0,,0.0
2023-02-27 00:00:00+00:00,0.3689,0.3699,0.3184,0.3366,511583050.0,,0.0
2023-03-06 00:00:00+00:00,0.3366,0.3385,0.2973,0.3298,921947909.0,0.2973,-0.2951635846372689
2023-03-13 00:00:00+00:00,0.3298,0.3679,0.3158,0.3446,960551419.0,,0.0
2023-03-20 00:00:00+00:00,0.3446,0.3868,0.329,0.3556,1170162484.0,,0.0
2023-03-27 00:00:00+00:00,0.3556,0.4092,0.3362,0.3814,1193431873.0,0.4092,0.3763874873864783
2023-04-03 00:00:00+00:00,0.3814,0.4047,0.3703,0.3893,920468765.0,,0.0
2023-04-10 00:00:00+00:00,0.3893,0.4624,0.3845,0.4515,1441416827.0,0.4624,0.13000977517106538
2023-04-17 00:00:00+00:00,0.4515,0.4516,0.3781,0.3886,1234801794.0,,0.0
2023-04-24 00:00:00+00:00,0.3886,0.4185,0.3757,0.3953,930382787.0,,0.0
2023-05-01 00:00:00+00:00,0.3953,0.3977,0.3729,0.3757,565098697.0,,0.0
2023-05-08 00:00:00+00:00,0.3757,0.3793,0.348,0.3706,693596977.0,0.348,-0.24740484429065746
2023-05-15 00:00:00+00:00,0.3706,0.3801,0.3562,0.36,485327178.0,,0.0
2023-05-22 00:00:00+00:00,0.36,0.3849,0.3534,0.3826,425638525.0,0.3534,0.01551724137931032
2023-05-29 00:00:00+00:00,0.3826,0.3862,0.3607,0.3772,399888462.0,0.3862,0.09281267685342387
2023-06-05 00:00:00+00:00,0.3772,0.3788,0.215,0.2718,2401690181.0,0.215,-0.4432936302433972
2023-06-12 00:00:00+00:00,0.2718,0.2895,0.2521,0.2608,1324127467.0,,0.0
2023-06-19 00:00:00+00:00,0.2608,0.3049,0.252,0.2916,1197797251.0,0.3049,0.4181395348837209
2023-06-26 00:00:00+00:00,0.2916,0.2996,0.2591,0.2916,1291270661.0,,0.0
2023-07-03 00:00:00+00:00,0.2916,0.3017,0.2757,0.2842,845654691.0,,0.0
2023-07-10 00:00:00+00:00,0.2842,0.3792,0.2777,0.3144,1612519406.0,0.3792,0.2436864545752706
2023-07-17 00:00:00+00:00,0.3144,0.3322,0.2989,0.317,1029918894.0,,0.0
2023-07-24 00:00:00+00:00,0.317,0.3189,0.2997,0.3155,727082215.0,,0.0
2023-07-31 00:00:00+00:00,0.3155,0.319,0.2886,0.2921,627770799.0,0.319,-0.1587552742616033
2023-08-07 00:00:00+00:00,0.2921,0.3026,0.2812,0.2893,532807469.0,,0.0
2023-08-14 00:00:00+00:00,0.2893,0.2926,0.231,0.2701,1067158140.0,0.231,-0.27586206896551724
2023-08-21 00:00:00+00:00,0.2701,0.2725,0.2496,0.2631,734028737.0,,0.0
2023-08-28 00:00:00+00:00,0.2631,0.28,0.2488,0.2555,786075802.0,0.28,0.21212121212121215
2023-09-04 00:00:00+00:00,0.2555,0.261,0.2412,0.2488,526310661.0,,0.0
2023-09-11 00:00:00+00:00,0.2488,0.2551,0.2365,0.247,635264778.0,0.2365,-0.15535714285714297
2023-09-18 00:00:00+00:00,0.247,0.2578,0.2414,0.2425,512371017.0,,0.0
2023-09-25 00:00:00+00:00,0.2425,0.2678,0.2401,0.2657,547607611.0,0.2401,0.015221987315010566
2023-10-02 00:00:00+00:00,0.2657,0.2694,0.252,0.2561,714659233.0,0.2694,0.12203248646397324
2023-10-09 00:00:00+00:00,0.2561,0.2586,0.2417,0.2472,522123914.0,,0.0
2023-10-16 00:00:00+00:00,0.2472,0.2643,0.2386,0.2639,651355855.0,0.2386,-0.11432813659985142
2023-10-23 00:00:00+00:00,0.2639,0.2989,0.2615,0.2956,1049444225.0,,0.0
2023-10-30 00:00:00+00:00,0.2956,0.3506,0.2842,0.342,1429986461.0,,0.0
2023-11-06 00:00:00+00:00,0.342,0.3961,0.3337,0.384,1856130903.0,,0.0
2023-11-13 00:00:00+00:00,0.384,0.4101,0.3392,0.3843,1421072877.0,0.4101,0.7187761944677284
2023-11-20 00:00:00+00:00,0.3843,0.3997,0.355,0.3874,928626698.0,,0.0
2023-11-27 00:00:00+00:00,0.3874,0.4037,0.3693,0.3952,649522782.0,,0.0
2023-12-04 00:00:00+00:00,0.3952,0.65,0.3905,0.5952,3457198212.0,,0.0
2023-12-11 00:00:00+00:00,0.5952,0.6819,0.5056,0.5808,2952164060.0,0.6819,0.6627651792245792
2023-12-18 00:00:00+00:00,0.5808,0.6524,0.5437,0.5925,1516512856.0,,0.0
2023-12-25 00:00:00+00:00,0.5925,0.6788,0.5594,0.5941,1624275649.0,0.6788,-0.00454612113213082
2024-01-01 00:00:00+00:00,0.5941,0.638,0.4654,0.4945,1356371969.0,,0.0
2024-01-08 00:00:00+00:00,0.4945,0.6174,0.4639,0.5253,1672608411.0,0.4639,-0.3165880966411314
2024-01-15 00:00:00+00:00,0.5253,0.5485,0.4708,0.5034,823004589.0,,0.0
2024-01-22 00:00:00+00:00,0.5034,0.5064,0.4465,0.4901,1117423108.0,0.4465,-0.03750808363871516
2024-01-29 00:00:00+00:00,0.4901,0.5369,0.4836,0.4933,962039967.0,,0.0
2024-02-05 00:00:00+00:00,0.4933,0.5657,0.474,0.5413,1374406609.0,0.474,0.06159014557670761
2024-02-12 00:00:00+00:00,0.5413,0.6395,0.5308,0.6199,1442411960.0,,0.0
2024-02-19 00:00:00+00:00,0.6199,0.6426,0.5681,0.5923,1424734977.0,,0.0
2024-02-26 00:00:00+00:00,0.5923,0.7649,0.573,0.729,2384710438.0,,0.0
2024-03-04 00:00:00+00:00,0.729,0.8003,0.5542,0.7174,2288977422.0,0.5542,0.169198312236287
2024-03-11 00:00:00+00:00,0.7174,0.812,0.6288,0.6817,2039876018.0,0.812,0.4651750270660411
2024-03-18 00:00:00+00:00,0.6817,0.6995,0.5672,0.6471,1339522750.0,0.5672,-0.3014778325123153
2024-03-25 00:00:00+00:00,0.6471,0.6846,0.6309,0.651,785662631.0,,0.0
2024-04-01 00:00:00+00:00,0.651,0.6528,0.558,0.5895,879831340.0,,0.0
2024-04-08 00:00:00+00:00,0.5895,0.6246,0.3929,0.4671,1960373399.0,0.3929,-0.3072990126939351
2024-04-15 00:00:00+00:00,0.4671,0.5125,0.4222,0.4991,1260914897.0,,0.0
2024-04-22 00:00:00+00:00,0.4991,0.5222,0.4436,0.4599,772716158.0,0.5222,0.32909137185034343
2024-04-29 00:00:00+00:00,0.4599,0.4757,0.4181,0.4577,691732614.0,0.4181,-0.19934890846418996
2024-05-06 00:00:00+00:00,0.4577,0.4754,0.4327,0.4375,647025007.0,,0.0
2024-05-13 00:00:00+00:00,0.4375,0.4904,0.4247,0.467,694101340.0,0.4247,0.01578569720162637
2024-05-20 00:00:00+00:00,0.467,0.5112,0.4435,0.4586,837643184.0,0.5112,0.2036731810689898
2024-05-27 00:00:00+00:00,0.4586,0.4752,0.4406,0.4467,655036671.0,,0.0
2024-06-03 00:00:00+00:00,0.4467,0.4907,0.4224,0.4442,912089118.0,0.4907,-0.04010172143974955
2024-06-10 00:00:00+00:00,0.4442,0.4513,0.398,0.4167,871491433.0,,0.0
2024-06-17 00:00:00+00:00,0.4167,0.4207,0.3548,0.3799,1177993461.0,0.3548,-0.27695129406969643
2024-06-24 00:00:00+00:00,0.3799,0.4038,0.3606,0.3921,919594139.0,,0.0
